"tijd","vlaanderen_zon_kwh","vlaanderen_wind_kwh","elia_zon_kwh","elia_wind_kwh"
"2025-04-29 20:00:00+00","4480","252445","0","158450"
"2025-04-29 19:00:00+00","142825","229027","68.75","138075"
"2025-04-29 18:00:00+00","692739","204498","110108","120325"
"2025-04-29 17:00:00+00","1955036","179294","557659.25","103600"
"2025-04-29 16:00:00+00","3246470","157935","1538939.5","118575"
"2025-04-29 15:00:00+00","4235737","140202","2832775.5","84925"
"2025-04-29 14:00:00+00","4913834","130300","4020664.5","55925"
"2025-04-29 13:00:00+00","5211508","130796","4660390.5","87875"
"2025-04-29 12:00:00+00","5247612","132901","5112076.5","47950"
"2025-04-29 11:00:00+00","5106283","130611","5282010.25","71525"
"2025-04-29 10:00:00+00","4631585","106747","4871792.5","22875"
"2025-04-29 09:00:00+00","3782733","61968","4341156.75","15700"
"2025-04-29 08:00:00+00","2597901","25440","3765364.5","12875"
"2025-04-29 07:00:00+00","1203873","177288","2708017.5","62050"
"2025-04-29 06:00:00+00","269901","271993","1449680.75","54075"
"2025-04-29 05:00:00+00","38467","279701","285037.25","70525"
"2025-04-29 04:00:00+00","0","250991","36008.25","118400"
"2025-04-29 03:00:00+00","0","279042","0","45300"
"2025-04-29 02:00:00+00","0","330894","0","87600"
"2025-04-29 01:00:00+00","0","379482","0","130200"
"2025-04-29 00:00:00+00","0","389829","0","169000"
"2025-04-28 23:00:00+00","0","362682","0","130875"
"2025-04-28 22:00:00+00","0","332208","0","177200"
"2025-04-28 21:00:00+00","0","238411","0","182925"
"2025-04-28 20:00:00+00","4449","232354","0","99275"
"2025-04-28 19:00:00+00","140405","200210","8.75","120800"
"2025-04-28 18:00:00+00","689508","168394","100621.25","94575"
"2025-04-28 17:00:00+00","1959934","142593","544501.75","100525"
"2025-04-28 16:00:00+00","3244533","119915","1501357.5","82475"
"2025-04-28 15:00:00+00","4232810","92908","2797203.25","79800"
"2025-04-28 14:00:00+00","4647633","41097","4031625.25","24525"
"2025-04-28 13:00:00+00","4992003","30448","4644950","17250"
"2025-04-28 12:00:00+00","5078346","18120","5052946.75","7600"
"2025-04-28 11:00:00+00","4885112","18246","5226145.75","14525"
"2025-04-28 10:00:00+00","4307118","29648","4849721.25","5925"
"2025-04-28 09:00:00+00","3509012","7090","4297770.5","1450"
"2025-04-28 08:00:00+00","2491927","2023","3719895.5","2525"
"2025-04-28 07:00:00+00","1408585","4195","2716503.75","2750"
"2025-04-28 06:00:00+00","553127","6528","1455862.25","9050"
"2025-04-28 05:00:00+00","34500","9778","281722.5","7975"
"2025-04-28 04:00:00+00","0","12034","32352.75","11225"
"2025-04-28 03:00:00+00","0","26182","0","15550"
"2025-04-28 02:00:00+00","0","51766","0","46150"
"2025-04-28 01:00:00+00","0","100157","0","56350"
"2025-04-28 00:00:00+00","0","143864","0","69075"
"2025-04-27 23:00:00+00","0","191432","0","78325"
"2025-04-27 22:00:00+00","0","241346","0","60475"
"2025-04-27 21:00:00+00","0","239392","0","31575"
"2025-04-27 20:00:00+00","0","218049","0","101150"
"2025-04-27 19:00:00+00","122430","182271","0","110225"
"2025-04-27 18:00:00+00","769480","169644","104224","107975"
"2025-04-27 17:00:00+00","1643093","149530","576334.25","66750"
"2025-04-27 16:00:00+00","2726340","96506","1486022.5","76600"
"2025-04-27 15:00:00+00","3663468","66993","2545329.75","38050"
"2025-04-27 14:00:00+00","4317625","59191","3604483.5","41250"
"2025-04-27 13:00:00+00","4796947","45505","4285292.5","26550"
"2025-04-27 12:00:00+00","5019441","51779","4857828.25","33075"
"2025-04-27 11:00:00+00","4857890","56239","5064179","22125"
"2025-04-27 10:00:00+00","4265383","43265","4706297.25","35750"
"2025-04-27 09:00:00+00","3469493","23910","4248012","12975"
"2025-04-27 08:00:00+00","2426300","19435","3604937.25","11425"
"2025-04-27 07:00:00+00","1369666","64879","2635289.5","15375"
"2025-04-27 06:00:00+00","520659","101563","1406657.75","46375"
"2025-04-27 05:00:00+00","28878","114694","274737.25","41425"
"2025-04-27 04:00:00+00","0","121529","29199.5","109675"
"2025-04-27 03:00:00+00","0","151394","0","45350"
"2025-04-27 02:00:00+00","0","197448","0","78000"
"2025-04-27 01:00:00+00","0","208153","0","94025"
"2025-04-27 00:00:00+00","0","261583","0","159025"
"2025-04-26 23:00:00+00","0","322634","0","239225"
"2025-04-26 22:00:00+00","0","367681","0","149800"
"2025-04-26 21:00:00+00","0","331840","0","146950"
"2025-04-26 20:00:00+00","0","235176","0","196950"
"2025-04-26 19:00:00+00","90306","173738","0","106850"
"2025-04-26 18:00:00+00","726886","195029","95398.5","96750"
"2025-04-26 17:00:00+00","1576634","227466","571065.5","97100"
"2025-04-26 16:00:00+00","2532631","154369","1478346.25","109800"
"2025-04-26 15:00:00+00","3350569","151358","2337465","90600"
"2025-04-26 14:00:00+00","3820612","165619","3183725","61800"
"2025-04-26 13:00:00+00","4205896","113436","3823943.75","81850"
"2025-04-26 12:00:00+00","4723807","105121","4525356.5","82400"
"2025-04-26 11:00:00+00","4786047","83766","4779442.25","113875"
"2025-04-26 10:00:00+00","4167163","74646","4348859","72750"
"2025-04-26 09:00:00+00","3038841","49172","3885888.75","86650"
"2025-04-26 08:00:00+00","1803255","52891","3076794.75","37125"
"2025-04-26 07:00:00+00","951614","85857","2026504.75","56225"
"2025-04-26 06:00:00+00","389604","165359","1094520.25","52850"
"2025-04-26 05:00:00+00","18883","172003","273869.75","108025"
"2025-04-26 04:00:00+00","0","172890","25008.25","126500"
"2025-04-26 03:00:00+00","0","213775","0","90125"
"2025-04-26 02:00:00+00","0","295532","0","170125"
"2025-04-26 01:00:00+00","0","278706","0","88125"
"2025-04-26 00:00:00+00","0","245416","0","165575"
"2025-04-25 23:00:00+00","0","216001","0","118925"
"2025-04-25 22:00:00+00","0","213102","0","107225"
"2025-04-25 21:00:00+00","0","171784","0","134675"
"2025-04-25 20:00:00+00","0","151181","0","106375"
"2025-04-25 19:00:00+00","72578","167610","0","70050"
"2025-04-25 18:00:00+00","594730","173428","89171","82350"
"2025-04-25 17:00:00+00","1266051","156065","520902","91700"
"2025-04-25 16:00:00+00","2031347","133396","1258414.75","51475"
"2025-04-25 15:00:00+00","2618078","103706","1914606.25","68975"
"2025-04-25 14:00:00+00","3061596","71134","2668760","63900"
"2025-04-25 13:00:00+00","3342428","52410","3334557.75","84600"
"2025-04-25 12:00:00+00","3383143","45250","3792886.75","56050"
"2025-04-25 11:00:00+00","3061561","52316","3814672.5","16225"
"2025-04-25 10:00:00+00","2490677","63284","3302581.75","37350"
"2025-04-25 09:00:00+00","1716514","97179","2447310.75","44850"
"2025-04-25 08:00:00+00","1010206","132232","1408816.5","63475"
"2025-04-25 07:00:00+00","584033","156487","1028930.5","78325"
"2025-04-25 06:00:00+00","189812","145423","579772","88900"
"2025-04-25 05:00:00+00","5921","162020","176265.25","108150"
"2025-04-25 04:00:00+00","0","179028","13611.5","60350"
"2025-04-25 03:00:00+00","0","156535","0","122700"
"2025-04-25 02:00:00+00","0","176050","0","41550"
"2025-04-25 01:00:00+00","0","201572","0","149900"
"2025-04-25 00:00:00+00","0","276696","0","90675"
"2025-04-24 23:00:00+00","0","301130","0","105950"
"2025-04-24 22:00:00+00","0","335608","0","120125"
"2025-04-24 21:00:00+00","0","349970","0","246200"
"2025-04-24 20:00:00+00","0","397431","0","219850"
"2025-04-24 19:00:00+00","14619","419643","0","129675"
"2025-04-24 18:00:00+00","141511","440765","30647","202800"
"2025-04-24 17:00:00+00","345187","510578","174602.75","159525"
"2025-04-24 16:00:00+00","543252","527856","367762.75","159675"
"2025-04-24 15:00:00+00","854705","470911","658887","233950"
"2025-04-24 14:00:00+00","1270137","436020","1046051.75","303300"
"2025-04-24 13:00:00+00","1279247","443472","1272754.25","293250"
"2025-04-24 12:00:00+00","1054920","433482","1163218.5","217925"
"2025-04-24 11:00:00+00","833553","389511","1046747.75","154050"
"2025-04-24 10:00:00+00","648945","364955","912848","239575"
"2025-04-24 09:00:00+00","424203","280468","677459","124925"
"2025-04-24 08:00:00+00","298700","259620","565258.25","118450"
"2025-04-24 07:00:00+00","165273","236575","397600.5","136025"
"2025-04-24 06:00:00+00","38729","205739","226848.25","121475"
"2025-04-24 05:00:00+00","177","189381","105089.5","132325"
"2025-04-24 04:00:00+00","0","154299","6450.75","91175"
"2025-04-24 03:00:00+00","0","135717","0","96150"
"2025-04-24 02:00:00+00","0","109081","0","63550"
"2025-04-24 01:00:00+00","0","89845","0","57325"
"2025-04-24 00:00:00+00","0","101988","0","67150"
"2025-04-23 23:00:00+00","0","81225","0","52550"
"2025-04-23 22:00:00+00","0","47922","0","63350"
"2025-04-23 21:00:00+00","0","38300","0","38675"
"2025-04-23 20:00:00+00","26","32426","0","15450"
"2025-04-23 19:00:00+00","35480","32326","0","25425"
"2025-04-23 18:00:00+00","253062","39637","48374","15675"
"2025-04-23 17:00:00+00","544843","56342","302759.75","29300"
"2025-04-23 16:00:00+00","655678","70063","540447.75","32775"
"2025-04-23 15:00:00+00","806850","47125","729356.75","22275"
"2025-04-23 14:00:00+00","1122162","75994","1047254","60925"
"2025-04-23 13:00:00+00","1309269","111231","1247775","35050"
"2025-04-23 12:00:00+00","1684121","154056","1561828.75","9225"
"2025-04-23 11:00:00+00","1397209","58868","1516716.25","21575"
"2025-04-23 10:00:00+00","931917","49162","1053564.75","25975"
"2025-04-23 09:00:00+00","657820","63255","858282.25","38975"
"2025-04-23 08:00:00+00","556766","113789","702656.5","34975"
"2025-04-23 07:00:00+00","419864","234727","634807.25","59150"
"2025-04-23 06:00:00+00","187538","308843","425129","81450"
"2025-04-23 05:00:00+00","11866","245557","133829.5","112900"
"2025-04-23 04:00:00+00","0","113113","7794","49250"
"2025-04-23 03:00:00+00","0","48193","0","34300"
"2025-04-23 02:00:00+00","0","31818","0","24000"
"2025-04-23 01:00:00+00","0","28931","0","20300"
"2025-04-23 00:00:00+00","0","27154","0","14750"
"2025-04-22 23:00:00+00","0","20169","0","17325"
"2025-04-22 22:00:00+00","0","15583","0","8850"
"2025-04-22 21:00:00+00","0","97183","0","15875"
"2025-04-22 20:00:00+00","6","101309","0","5850"
"2025-04-22 19:00:00+00","55527","105666","0","15400"
"2025-04-22 18:00:00+00","387199","109876","61696","5350"
"2025-04-22 17:00:00+00","958095","123488","435796.25","44475"
"2025-04-22 16:00:00+00","1815828","135225","1054869.5","83925"
"2025-04-22 15:00:00+00","2563298","140203","1751413.25","43775"
"2025-04-22 14:00:00+00","3319086","139486","2668260.5","49450"
"2025-04-22 13:00:00+00","3626899","157618","3359436.5","140225"
"2025-04-22 12:00:00+00","3756829","139915","3673655.25","225200"
"2025-04-22 11:00:00+00","3983791","539758","4199563","134700"
"2025-04-22 10:00:00+00","3833780","935449","4180367.75","46250"
"2025-04-22 09:00:00+00","2937025","82858","3590754.75","44450"
"2025-04-22 08:00:00+00","1743120","97524","2544733","118650"
"2025-04-22 07:00:00+00","924835","132766","1747035.5","25625"
"2025-04-22 06:00:00+00","280761","168285","914423.5","115525"
"2025-04-22 05:00:00+00","10872","210154","257796","93125"
"2025-04-22 04:00:00+00","0","199145","12560","67575"
"2025-04-22 03:00:00+00","0","188566","0","104600"
"2025-04-22 02:00:00+00","0","190745","0","170925"
"2025-04-22 01:00:00+00","0","185898","0","139425"
"2025-04-22 00:00:00+00","0","149006","0","163700"
"2025-04-21 23:00:00+00","0","159859","0","39175"
"2025-04-21 22:00:00+00","0","149695","0","59775"
"2025-04-21 21:00:00+00","0","131954","0","67650"
"2025-04-21 20:00:00+00","0","72841","0","50750"
"2025-04-21 19:00:00+00","18732","35963","0","35250"
"2025-04-21 18:00:00+00","224269","48313","45284.5","16550"
"2025-04-21 17:00:00+00","567793","52363","329657.5","7725"
"2025-04-21 16:00:00+00","995316","55621","716402","25300"
"2025-04-21 15:00:00+00","1306301","52231","1126162","34375"
"2025-04-21 14:00:00+00","1515699","39649","1454076.75","7275"
"2025-04-21 13:00:00+00","1666077","34963","1848643.25","14875"
"2025-04-21 12:00:00+00","2069231","19235","2236623.25","17075"
"2025-04-21 11:00:00+00","2562218","31115","2625032.75","12425"
"2025-04-21 10:00:00+00","2677765","51874","2631932.75","18175"
"2025-04-21 09:00:00+00","2307519","83900","2541115.75","49025"
"2025-04-21 08:00:00+00","1525836","141757","1946186.5","25325"
"2025-04-21 07:00:00+00","814819","213387","1391003","17750"
"2025-04-21 06:00:00+00","255889","270218","821889.5","75850"
"2025-04-21 05:00:00+00","8383","223943","245750.25","141650"
"2025-04-21 04:00:00+00","0","130358","10519.5","33475"
"2025-04-21 03:00:00+00","0","89904","0","43125"
"2025-04-21 02:00:00+00","0","84982","0","78900"
"2025-04-21 01:00:00+00","0","205055","0","23625"
"2025-04-21 00:00:00+00","0","60214","0","32275"
"2025-04-20 23:00:00+00","0","15183","0","6225"
"2025-04-20 22:00:00+00","0","12227","0","12025"
"2025-04-20 21:00:00+00","0","35022","0","13950"
"2025-04-20 20:00:00+00","0","76901","0","11600"
"2025-04-20 19:00:00+00","12942","106125","0","34050"
"2025-04-20 18:00:00+00","159023","95282","24839.75","71925"
"2025-04-20 17:00:00+00","250928","53837","150170.25","50650"
"2025-04-20 16:00:00+00","396818","40321","290298","37300"
"2025-04-20 15:00:00+00","618966","23674","498016","18075"
"2025-04-20 14:00:00+00","1043660","23340","856890.75","37550"
"2025-04-20 13:00:00+00","2171922","35623","1511848.25","23150"
"2025-04-20 12:00:00+00","2725252","49504","2327510","13375"
"2025-04-20 11:00:00+00","3107124","45265","3051487","9400"
"2025-04-20 10:00:00+00","2992213","73515","3118468.75","16400"
"2025-04-20 09:00:00+00","2434797","83136","2927022","41525"
"2025-04-20 08:00:00+00","1570408","111190","2330439","60625"
"2025-04-20 07:00:00+00","736002","164733","1536871.5","55650"
"2025-04-20 06:00:00+00","164360","204855","854089","94250"
"2025-04-20 05:00:00+00","7210","254581","237391.75","172525"
"2025-04-20 04:00:00+00","0","322271","9217.25","67275"
"2025-04-20 03:00:00+00","0","422500","0","220325"
"2025-04-20 02:00:00+00","0","455578","0","127825"
"2025-04-20 01:00:00+00","0","447463","0","192975"
"2025-04-20 00:00:00+00","0","476026","0","276000"
"2025-04-19 23:00:00+00","0","510169","0","165400"
"2025-04-19 22:00:00+00","0","489037","0","163325"
"2025-04-19 21:00:00+00","0","487311","0","213050"
"2025-04-19 20:00:00+00","0","417531","0","205275"
"2025-04-19 19:00:00+00","31474","331908","0","271600"
"2025-04-19 18:00:00+00","366653","383921","51525","260325"
"2025-04-19 17:00:00+00","985814","485133","428442.5","149925"
"2025-04-19 16:00:00+00","1856061","473729","1067361.5","146800"
"2025-04-19 15:00:00+00","2896375","406841","2007718.75","204325"
"2025-04-19 14:00:00+00","4188540","375361","3241444.5","136550"
"2025-04-19 13:00:00+00","4811146","315927","4077969.5","134650"
"2025-04-19 12:00:00+00","4897615","327787","4499667","120625"
"2025-04-19 11:00:00+00","4626228","284310","4573143.25","208675"
"2025-04-19 10:00:00+00","4003802","245526","4374440.25","143600"
"2025-04-19 09:00:00+00","3005336","287606","3890218","209075"
"2025-04-19 08:00:00+00","1750429","224296","2732075","80950"
"2025-04-19 07:00:00+00","935064","347254","1849221.25","123925"
"2025-04-19 06:00:00+00","303218","378781","1046392.5","95300"
"2025-04-19 05:00:00+00","5428","310693","251474.25","138000"
"2025-04-19 04:00:00+00","0","274960","8251.5","164325"
"2025-04-19 03:00:00+00","0","239112","0","160325"
"2025-04-19 02:00:00+00","0","224155","0","174600"
"2025-04-19 01:00:00+00","0","229049","0","102300"
"2025-04-19 00:00:00+00","0","234254","0","177250"
"2025-04-18 23:00:00+00","0","262737","0","141375"
"2025-04-18 22:00:00+00","0","319021","0","195100"
"2025-04-18 21:00:00+00","0","372151","0","110325"
"2025-04-18 20:00:00+00","0","321687","0","114675"
"2025-04-18 19:00:00+00","39499","206829","0","102275"
"2025-04-18 18:00:00+00","542625","130806","55010.5","77625"
"2025-04-18 17:00:00+00","1466416","97557","477842.75","64650"
"2025-04-18 16:00:00+00","2528199","64043","1478108.75","38075"
"2025-04-18 15:00:00+00","3446847","47870","2648282","8150"
"2025-04-18 14:00:00+00","4139069","36935","3579420.5","25700"
"2025-04-18 13:00:00+00","4585837","36849","4252006","17325"
"2025-04-18 12:00:00+00","4719820","31725","4753887","4850"
"2025-04-18 11:00:00+00","4154012","21495","4388155","8300"
"2025-04-18 10:00:00+00","3396030","16578","3947394.5","10175"
"2025-04-18 09:00:00+00","2507753","14705","3407833","8725"
"2025-04-18 08:00:00+00","1465370","22609","2563008.25","10550"
"2025-04-18 07:00:00+00","656205","22885","1655181.25","12675"
"2025-04-18 06:00:00+00","152733","25754","782376.75","6975"
"2025-04-18 05:00:00+00","410","26796","197744","3325"
"2025-04-18 04:00:00+00","0","50322","4748.75","13775"
"2025-04-18 03:00:00+00","0","84476","0","23225"
"2025-04-18 02:00:00+00","0","88815","0","10975"
"2025-04-18 01:00:00+00","0","94452","0","56325"
"2025-04-18 00:00:00+00","0","86242","0","29375"
"2025-04-17 23:00:00+00","0","77059","0","41850"
"2025-04-17 22:00:00+00","0","63657","0","24150"
"2025-04-17 21:00:00+00","0","39674","0","35375"
"2025-04-17 20:00:00+00","0","51236","0","22600"
"2025-04-17 19:00:00+00","29326","99897","0","58175"
"2025-04-17 18:00:00+00","184506","117417","23103.25","29350"
"2025-04-17 17:00:00+00","416361","127076","194719.25","27250"
"2025-04-17 16:00:00+00","660380","106533","443871.5","42400"
"2025-04-17 15:00:00+00","982840","90205","703436.25","75600"
"2025-04-17 14:00:00+00","1210686","86149","1042064.25","47475"
"2025-04-17 13:00:00+00","1517377","79157","1360876.75","67225"
"2025-04-17 12:00:00+00","2061891","59321","1790962","25075"
"2025-04-17 11:00:00+00","2726545","42600","2429907.5","32875"
"2025-04-17 10:00:00+00","1989040","72584","2065053","20925"
"2025-04-17 09:00:00+00","1162561","61699","1680695","15150"
"2025-04-17 08:00:00+00","760226","87170","1152887","21600"
"2025-04-17 07:00:00+00","432360","63776","980179.5","16225"
"2025-04-17 06:00:00+00","94770","42340","595801","12525"
"2025-04-17 05:00:00+00","1","60494","164216.25","25275"
"2025-04-17 04:00:00+00","0","34876","2912.25","25200"
"2025-04-17 03:00:00+00","0","39454","0","34475"
